,post_text,followers,friends,favourites,statuses,retweets,label,Day_of_week,Exact_data,year,month,day,time
13416,@brianstelter @PressSec Howmany stupids can'tsee that if DRT understands-constitution/democracy he'd never consider what is written here,126,621,22,2111,0,0,Thu,2016-12-15,2016,12,15,20:54:41
13417,Donald Trump and 'Morning Joe' made  https://t.co/VVWKBImd0K That was Rusian  type ploy!  They still work DRT and MSNBC! Trumps dupes!!!,126,621,22,2111,0,0,Thu,2016-12-15,2016,12,15,20:34:22
13418,What a joke!!!!,126,621,22,2111,0,0,Thu,2016-12-15,2016,12,15,20:21:50
13419,"@SenatorSessions A disciple of John C. Calhoun, you will embarrass yourself soon enough since you live in the 1850'… https://t.co/bFujhVWMF5",126,621,22,2111,0,0,Thu,2016-12-15,2016,12,15,16:42:21
13420,@chrismrutledge Your advise is worth about as much as Trumps lies!!! https://t.co/CZBesEgOzk,126,621,22,2111,0,0,Thu,2016-12-15,2016,12,15,16:19:05
13421,@Perpetual_Now DOES TRUMP HAVE SOMETHING INCRIMINATING ON THE JOE DUO?  Maybe death of JS assistant in Ft. Walton Beach Congressman Office,126,621,22,2111,1,0,Thu,2016-12-15,2016,12,15,16:13:36
13422,"How Donald Trump and 'Morning Joe' made up https://t.co/VVWKBImd0K IT WAS ALWAYS ON!!  WHO DO YOU THINK WON THE PROPAGANDA WARS, RT or MJ?",126,621,22,2111,0,0,Thu,2016-12-15,2016,12,15,16:06:02
13423,@hikergal333 @realDonaldTrump Is this the next cabinet pick by DRT? You could depend on JK to keep him from going c… https://t.co/ZHzqB9sVs7,126,621,22,2111,0,0,Thu,2016-12-15,2016,12,15,16:03:50
13424,"Who do you believe won the propaganda wars, MORNING JOE OR RT #morningjoe",126,621,22,2111,0,0,Thu,2016-12-15,2016,12,15,16:01:13
13425,@DavidCornDC Morning Joe was working for Trump( undisclosed) Why do you think MSNBC has said or done nothing about this???,126,621,22,2111,0,0,Thu,2016-12-15,2016,12,15,15:59:58
13426,"@DavidCornDC Who do you think won the propaganda wars during the campaign? 
RT(Russian TV)  or Morning Joe  MSNBC? https://t.co/kWw4z1uqhk",126,621,22,2111,0,0,Thu,2016-12-15,2016,12,15,15:58:44
13427,"@dailykos Who do you think won the Propaganda Wars against HC or for DRT,   RT-Russian TV ---OR @Morning_Joe MSNBC?",126,621,22,2111,0,0,Thu,2016-12-15,2016,12,15,15:55:07
13428,"Center for American Progress 
WHO do yoo think won the Propaganda War against HC &amp; DRT?   RT-Russian TV OR Morning Joe MSNBC?",126,621,22,2111,0,0,Thu,2016-12-15,2016,12,15,15:50:35
13429,If you deal with Suntrap at Christmas you'll get a lump of coal!!!! https://t.co/yesGDj6vUQ,126,621,22,2111,0,0,Thu,2016-12-15,2016,12,15,15:43:43
13430,@DefendingtheUSA STILL LYING!! YU didn't win the majority of votes you lair!,126,621,22,2111,0,0,Thu,2016-12-15,2016,12,15,15:39:11
13431,Who do you think won the propaganda war for Trump?   Morning Joe--- or--- RT?,126,621,22,2111,0,0,Thu,2016-12-15,2016,12,15,15:33:49
13432,"Bill McKibben on how awful all of Trump’s choices are for the planet, how to resist: https://t.co/GHC5lHWYfV via @slate",126,621,22,2111,0,0,Thu,2016-12-15,2016,12,15,15:31:22
13433,"@XTraceyAnn You are joking, right?  So you think my Lord and Savior will like Christmas better this year since the GROPER will be president",126,621,22,2111,0,0,Thu,2016-12-15,2016,12,15,15:25:19
13434,Republican Senator Falls Apart And Can't Name A Single Time That Trump Criticized Putin via @politicususa https://t.co/eJiCOVkffI,126,621,22,2111,0,0,Thu,2016-12-15,2016,12,15,14:39:02
13435,Truth matters and we can’t keep playing loose with the facts @HuffPostBlog https://t.co/WmnYkzJVgP via @HuffPostPol,126,621,22,2111,0,0,Wed,2016-12-14,2016,12,14,17:03:01
13436,@Morning_Joe Since you and Mika already work for trump it seems a good idea that you'll help him start The Trump Network! Please leave NBC,126,621,22,2111,0,0,Wed,2016-12-14,2016,12,14,02:20:01
13437,@MaleOutrage You can watch Fox and get the same crap!,126,621,22,2111,0,0,Wed,2016-12-14,2016,12,14,02:14:20
13438,"Why the CIA Thinks Russia Wanted Trump to Win https://t.co/QCG1JVdRrr

Russia ????? Disrupted election????Trump denies? How does he Know????",126,621,22,2111,0,0,Tue,2016-12-13,2016,12,13,22:35:09
13439,Why the CIA Thinks Russia Wanted Trump to Win https://t.co/QCG1JVdRrr,126,621,22,2111,0,0,Tue,2016-12-13,2016,12,13,22:32:36
13440,@AndrewKirell NOOOOOOOOOOOOOOOOOOOOO! Bill's lost it!!!!!!,126,621,22,2111,0,0,Tue,2016-12-13,2016,12,13,22:27:27
13441,I'm not to concerned....................no one really believes that idiot!!!! https://t.co/J9qBUxMqJg,126,621,22,2111,0,0,Tue,2016-12-13,2016,12,13,22:14:06
13442,"And we got what from Stalin?  Oh Yeah, the cold war. occupation of much of Europe and many other countries, Cuban M… https://t.co/V46IZmQd6I",126,621,22,2111,0,0,Tue,2016-12-13,2016,12,13,22:05:04
13443,"MSNBC 3 hr Trump Show!  like FOX ON NBC!  Still not revealing your duel purpose?
1st hour especially for TRUMP! Pay… https://t.co/9tVIJOjmFN",126,621,22,2111,0,0,Tue,2016-12-13,2016,12,13,22:00:04
13444,@RyanZinke Do u love the National Parks like me?  PLEASEdon't follow trumps lead and destroy!   https://t.co/oVrLulwuAn      some from 26 NP,126,621,22,2111,0,0,Tue,2016-12-13,2016,12,13,21:54:11
13445,Gates &amp; Rice operate in or for a Promotions Company! Guess who is a client ?   REX T! Wonder why they praised him?… https://t.co/MxqhrjZxwd,126,621,22,2111,0,0,Tue,2016-12-13,2016,12,13,21:49:44
13446,"@FoxNews Like most things on Fox, it's not real, not true.............who took the photo, Roger A?",126,621,22,2111,0,0,Tue,2016-12-13,2016,12,13,21:45:11
13447,"@FoxNews 62,000,000 buy into your lies...................65,000,000 don't!!!!
WE""RE STILL HERE!! WE'LL still be here! Not going anywhere!!!!",126,621,22,2111,0,0,Tue,2016-12-13,2016,12,13,21:43:38
13448,"@FoxNews  What if:  one day your children see what you've said last ten years, check it out, find it to be lies! What reason do you give!",126,621,22,2111,0,0,Tue,2016-12-13,2016,12,13,21:41:12
13449,"Trump is assembling an anti-government. Did Russia help get him here? https://t.co/mEqvHuGNEL  SCARED! 62,000,000 citizens let him in WH!",126,621,22,2111,0,0,Tue,2016-12-13,2016,12,13,21:10:57
13450,Morning Joe Panel Breaks Into Laughter at Trump Tweeting Followers to Watch Sex Tape via @politicususa https://t.co/N2YdRaOKSx  TRUMPREPORT,126,621,22,2111,0,0,Tue,2016-12-13,2016,12,13,17:00:09
13451,"@politicususa Joe &amp; Mika, Trump, Putin!!   Come ON!  MSNBC one step removed from a murderer, thug and war criminal! COME ON!!!",126,621,22,2111,0,0,Tue,2016-12-13,2016,12,13,16:56:01
13452,@politicususa  DID YOU KNOW that these 2 persons work for/or own a publicity firm? Did you know that REX  is one of their clients?  Motive?,126,621,22,2111,0,0,Tue,2016-12-13,2016,12,13,16:53:23
13453,Joy Reid: Trump Is Already 'Screwing Over' White Working Class Voters (VIDEO) https://t.co/wF9TkbDmwo via @LibAmericaOrg,126,621,22,2111,0,0,Tue,2016-12-13,2016,12,13,16:45:30
13454,"We have been fortunate to have these people working for us for past 25 years!
I can only hope that your kids, my... https://t.co/NwgZglK7DQ",126,621,22,2111,0,0,Tue,2016-12-13,2016,12,13,16:06:19
13455,Scarborough Gets His Widdle Fee Fees Hurt When Someone Calls Him A Whore For Trump https://t.co/RrWRnGeTjI,126,621,22,2111,0,0,Tue,2016-12-13,2016,12,13,15:49:47
13456,Views about Joe Scarborough....................................... https://t.co/z0riw8PsU3,126,621,22,2111,0,0,Tue,2016-12-13,2016,12,13,15:48:21
13457,"Aleph: Hiroko, can we go to McDonalds?
Hiroko: No, Zayin made a nice dinner at home
Aleph: i hate this fucking family",20,0,0,2143,0,0,Thu,2017-01-12,2017,1,12,08:13:18
13458,&gt; Aleph nods at you.,20,0,0,2143,0,0,Thu,2017-01-12,2017,1,12,07:13:35
13459,Farewell.,20,0,0,2143,0,0,Thu,2017-01-12,2017,1,12,04:13:23
13460,Oh crap! It's a trap! Aleph took damage.,20,0,0,2143,0,0,Thu,2017-01-12,2017,1,12,03:13:18
13461,I will pray for your safety and success. Be careful.,20,0,0,2143,0,0,Thu,2017-01-12,2017,1,12,02:13:29
13462,&gt; Everyone's dancing furiously.,20,0,0,2143,0,0,Thu,2017-01-12,2017,1,12,01:13:19
13463,who the fuck is daleth,20,0,0,2143,0,0,Thu,2017-01-12,2017,1,12,00:13:18
13464,"Yeah, I still have much to do... I can't put it off indefinitely.",20,0,0,2143,0,0,Wed,2017-01-11,2017,1,11,23:13:42
13465,Take care not to let any demons possess your body while you sleep...,20,0,0,2143,0,0,Wed,2017-01-11,2017,1,11,13:13:20
13466,"Oh yes, my criminal record? The only thing illegal I've done is absolutely KILLIN it on the dancefloor. Haha just kidding! I've killed a man",20,0,0,2143,0,0,Wed,2017-01-11,2017,1,11,12:13:15
13467,yeah demifiends cool but can he do this *slays god and gets cursed to infinite reincarnation*,20,0,0,2143,0,0,Wed,2017-01-11,2017,1,11,11:13:26
13468,Farewell.,20,0,0,2143,0,0,Wed,2017-01-11,2017,1,11,10:13:12
13469,i want louis to step on me,20,0,0,2143,0,0,Wed,2017-01-11,2017,1,11,08:13:17
13470,&gt; Aleph was thrown outside the Center!,20,0,0,2143,0,0,Wed,2017-01-11,2017,1,11,07:13:18
13471,"Hey-- Heh, I see. You're no ordinary kid, are you?",20,0,0,2143,0,0,Wed,2017-01-11,2017,1,11,06:13:14
13472,&gt; Aleph glances at you while fighting off the enemies surrounding him.,20,0,0,2143,0,0,Wed,2017-01-11,2017,1,11,05:13:19
13473,This imposing presence... He is no ordinary opponent. Be on your guard.,20,0,0,2143,0,0,Wed,2017-01-11,2017,1,11,04:13:18
13474,Hanged Man entered Nirvana just by being touched by Aleph.,20,0,0,2143,1,0,Wed,2017-01-11,2017,1,11,03:13:20
13475,YHVH is a cool guy and a reliable friend.,20,0,0,2143,0,0,Wed,2017-01-11,2017,1,11,01:13:20
13476,Aleph dabbed!,20,0,0,2143,0,0,Wed,2017-01-11,2017,1,11,00:13:12
13477,&gt; Everyone's dancing furiously.,20,0,0,2143,0,0,Tue,2017-01-10,2017,1,10,23:13:36
13478,"i want satan to come into my millennium and smash a megiddo ark over my head, killing me instantly",20,0,0,2143,0,0,Tue,2017-01-10,2017,1,10,14:13:23
13479,who the fuck is daleth,20,0,0,2143,0,0,Tue,2017-01-10,2017,1,10,12:13:12
13480,Take care not to let any demons possess your body while you sleep...,20,0,0,2143,0,0,Tue,2017-01-10,2017,1,10,11:13:22
13481,Aleph dabbed!,20,0,0,2143,0,0,Tue,2017-01-10,2017,1,10,09:13:20
13482,"I see... In that case, I should go see En no Ozuno.",20,0,0,2143,0,0,Tue,2017-01-10,2017,1,10,08:13:15
13483,yeah demifiends cool but can he do this *slays god and gets cursed to infinite reincarnation*,20,0,0,2143,0,0,Tue,2017-01-10,2017,1,10,07:13:16
13484,&gt; Aleph glances at you while fighting off the enemies surrounding him.,20,0,0,2143,0,0,Tue,2017-01-10,2017,1,10,06:13:11
13485,"fuCK you f#ck your cartoon fake yhvh fuck his stupid sun-glasses and FUCK the archangels

and fuck THEIR sunglasses",20,0,0,2143,0,0,Tue,2017-01-10,2017,1,10,04:13:15
13486,For sale. Baby shoes. Never worn. They were too small for me. I'm an adult man. I wear a size 10 and these are in baby size. I fucked up. $9,20,0,0,2143,0,0,Tue,2017-01-10,2017,1,10,03:13:18
13487,&gt; Aleph was thrown outside the Center!,20,0,0,2143,0,0,Tue,2017-01-10,2017,1,10,02:13:16
13488,"Aleph tried 20 backflips!
...
Oh! You pulled it off perfectly!
Hot damn!",20,0,0,2143,0,0,Tue,2017-01-10,2017,1,10,01:13:16
13489,I will pray for your safety and success. Be careful.,20,0,0,2143,0,0,Tue,2017-01-10,2017,1,10,00:13:11
13490,&gt; Aleph danced furiously across the dance floor!,20,0,0,2143,0,0,Mon,2017-01-09,2017,1,9,23:13:25
13491,&gt; Aleph glances at you while fighting off the enemies surrounding him.,20,0,0,2143,0,0,Mon,2017-01-09,2017,1,9,14:13:25
13492,BACKSTREET'S BACK ALRIGHT,20,0,0,2143,0,0,Mon,2017-01-09,2017,1,9,13:13:21
13493,Aleph furiously danced all around!,20,0,0,2143,0,0,Mon,2017-01-09,2017,1,9,12:13:13
13494,My partner and I must defeat YHVH.,20,0,0,2143,0,0,Mon,2017-01-09,2017,1,9,11:13:23
13495,"1. zayin
a dick (in hebrew)...slang",20,0,0,2143,0,0,Mon,2017-01-09,2017,1,9,10:13:12
13496,For sale. Baby shoes. Never worn. They were too small for me. I'm an adult man. I wear a size 10 and these are in baby size. I fucked up. $9,20,0,0,2143,0,0,Mon,2017-01-09,2017,1,9,09:13:20
13497,who the fuck is jesus christ,20,0,0,2143,0,0,Mon,2017-01-09,2017,1,9,07:13:18
13498,Farewell.,20,0,0,2143,0,0,Mon,2017-01-09,2017,1,9,06:13:11
13499,"Aleph tried 20 backflips!
...
Oh! You pulled it off perfectly!
Hot damn!",20,0,0,2143,0,0,Mon,2017-01-09,2017,1,9,05:13:21
13500,"Oh yes, my criminal record? The only thing illegal I've done is absolutely KILLIN it on the dancefloor. Haha just kidding! I've killed a man",20,0,0,2143,0,0,Mon,2017-01-09,2017,1,9,04:13:15
13501,This imposing presence... He is no ordinary opponent. Be on your guard.,20,0,0,2143,0,0,Mon,2017-01-09,2017,1,9,03:13:19
13502,Oh crap! It's a trap! Aleph took damage.,20,0,0,2143,1,0,Mon,2017-01-09,2017,1,9,02:13:15
13503,&gt; Aleph danced furiously across the dance floor!,20,0,0,2143,0,0,Mon,2017-01-09,2017,1,9,01:13:17
13504,"Hawk: i'm hungry
Okamoto: hi hungry i'm dad",20,0,0,2143,0,0,Mon,2017-01-09,2017,1,9,00:13:10
13505,ALL MY FRIENDS ARE DEAD,20,0,0,2143,2,0,Sun,2017-01-08,2017,1,8,14:13:20
13506,Oh crap! It's a trap! Aleph took damage.,20,0,0,2143,0,0,Sun,2017-01-08,2017,1,8,13:13:17
13507,&gt; Aleph glances at you while fighting off the enemies surrounding him.,20,0,0,2143,0,0,Sun,2017-01-08,2017,1,8,12:13:13
13508,So I told Zayin to rebel against the Center.. he actually did it the absolute madman hahahahahahaha!,20,0,0,2143,0,0,Sun,2017-01-08,2017,1,8,11:13:22
13509,I'll go on ahead. See you later.,20,0,0,2143,0,0,Sun,2017-01-08,2017,1,8,10:13:10
13510,Hanged Man entered Nirvana just by being touched by Aleph.,20,0,0,2143,0,0,Sun,2017-01-08,2017,1,8,09:13:17
13511,Farewell.,20,0,0,2143,0,0,Sun,2017-01-08,2017,1,8,08:13:16
13512,For sale. Baby shoes. Never worn. They were too small for me. I'm an adult man. I wear a size 10 and these are in baby size. I fucked up. $9,20,0,0,2143,0,0,Sun,2017-01-08,2017,1,8,07:13:19
13513,YHVH is a cool guy and a reliable friend.,20,0,0,2143,0,0,Sun,2017-01-08,2017,1,8,06:13:12
13514,"Sorry to ask, but... mind helping me with these guys?",20,0,0,2143,0,0,Sun,2017-01-08,2017,1,8,05:13:21
13515,&gt; Aleph nods at you.,20,0,0,2143,0,0,Sun,2017-01-08,2017,1,8,04:13:14
13516,"Aleph tried 20 backflips!
...
Oh! You pulled it off perfectly!
Hot damn!",20,0,0,2143,0,0,Sun,2017-01-08,2017,1,8,03:13:19
13517,This imposing presence... He is no ordinary opponent. Be on your guard.,20,0,0,2143,0,0,Sun,2017-01-08,2017,1,8,02:13:16
13518,Oh crap! It's a trap! Aleph took damage.,20,0,0,2143,0,0,Sun,2017-01-08,2017,1,8,01:13:16
13519,Aleph dabbed!,20,0,0,2143,0,0,Sun,2017-01-08,2017,1,8,00:13:10
13520,"Sorry to ask, but... mind helping me with these guys?",20,0,0,2143,0,0,Sat,2017-01-07,2017,1,7,14:13:20
13521,Aleph furiously danced all around!,20,0,0,2143,0,0,Sat,2017-01-07,2017,1,7,13:13:20
13522,"i want satan to come into my millennium and smash a megiddo ark over my head, killing me instantly",20,0,0,2143,0,0,Sat,2017-01-07,2017,1,7,12:13:13
13523,yeah demifiends cool but can he do this *slays god and gets cursed to infinite reincarnation*,20,0,0,2143,0,0,Sat,2017-01-07,2017,1,7,10:13:11
13524,"fuCK you f#ck your cartoon fake yhvh fuck his stupid sun-glasses and FUCK the archangels

and fuck THEIR sunglasses",20,0,0,2143,0,0,Sat,2017-01-07,2017,1,7,09:13:19
13525,I will pray for your safety and success. Be careful.,20,0,0,2143,0,0,Sat,2017-01-07,2017,1,7,08:13:18
13526,ALL MY FRIENDS ARE DEAD,20,0,0,2143,0,0,Sat,2017-01-07,2017,1,7,06:13:14
13527,Take care not to let any demons possess your body while you sleep...,20,0,0,2143,0,0,Sat,2017-01-07,2017,1,7,05:13:23
13528,Oh crap! It's a trap! Aleph took damage.,20,0,0,2143,1,0,Sat,2017-01-07,2017,1,7,04:13:14
13529,"Hey-- Heh, I see. You're no ordinary kid, are you?",20,0,0,2143,0,0,Sat,2017-01-07,2017,1,7,03:13:25
13530,&gt; Aleph nods at you.,20,0,0,2143,0,0,Sat,2017-01-07,2017,1,7,02:13:18
13531,... Looks like this was good timing.,20,0,0,2143,0,0,Sat,2017-01-07,2017,1,7,01:13:18
13532,"Aleph tried 20 backflips!
...
Oh! You pulled it off perfectly!
Hot damn!",20,0,0,2143,0,0,Sat,2017-01-07,2017,1,7,00:13:14
13533,"i want satan to come into my millennium and smash a megiddo ark over my head, killing me instantly",20,0,0,2143,1,0,Fri,2017-01-06,2017,1,6,23:13:28
13534,"fuCK you f#ck your cartoon fake yhvh fuck his stupid sun-glasses and FUCK the archangels

and fuck THEIR sunglasses",20,0,0,2143,0,0,Fri,2017-01-06,2017,1,6,14:13:23
13535,Hanged Man entered Nirvana just by being touched by Aleph.,20,0,0,2143,0,0,Fri,2017-01-06,2017,1,6,13:13:17
13536,"&gt; Aleph, having finished off his own enemies, walks over to you.",20,0,0,2143,0,0,Fri,2017-01-06,2017,1,6,10:13:12
13537,yeah demifiends cool but can he do this *slays god and gets cursed to infinite reincarnation*,20,0,0,2143,0,0,Fri,2017-01-06,2017,1,6,08:13:15
13538,who the fuck is daleth,20,0,0,2143,0,0,Fri,2017-01-06,2017,1,6,07:13:20
13539,i want louis to step on me,20,0,0,2143,0,0,Fri,2017-01-06,2017,1,6,06:13:14
13540,who the fuck is jesus christ,20,0,0,2143,0,0,Fri,2017-01-06,2017,1,6,05:13:20
13541,Aleph furiously danced all around!,20,0,0,2143,1,0,Fri,2017-01-06,2017,1,6,04:13:15
13542,"Hey-- Heh, I see. You're no ordinary kid, are you?",20,0,0,2143,0,0,Fri,2017-01-06,2017,1,6,03:13:25
13543,"Oh yes, my criminal record? The only thing illegal I've done is absolutely KILLIN it on the dancefloor. Haha just kidding! I've killed a man",20,0,0,2143,1,0,Fri,2017-01-06,2017,1,6,02:13:15
13544,"&gt; You enter the Messian Church.
HP: Low.
Alignment: Chaos.
Mara: Summoned.
&gt; You are forcibly removed from the Messian Church.",20,0,0,2143,0,0,Fri,2017-01-06,2017,1,6,01:13:16
13545,So I told Zayin to rebel against the Center.. he actually did it the absolute madman hahahahahahaha!,20,0,0,2143,0,0,Fri,2017-01-06,2017,1,6,00:13:13
13546,Hanged Man entered Nirvana just by being touched by Aleph.,20,0,0,2143,0,0,Thu,2017-01-05,2017,1,5,23:13:28
13547,Why am I here? Do you know what's going on?,20,0,0,2143,0,0,Thu,2017-01-05,2017,1,5,14:13:28
13548,"fuCK you f#ck your cartoon fake yhvh fuck his stupid sun-glasses and FUCK the archangels

and fuck THEIR sunglasses",20,0,0,2143,0,0,Thu,2017-01-05,2017,1,5,13:13:18
13549,ALL MY FRIENDS ARE DEAD,20,0,0,2143,0,0,Thu,2017-01-05,2017,1,5,12:13:13
13550,I'll go on ahead. See you later.,20,0,0,2143,0,0,Thu,2017-01-05,2017,1,5,10:13:13
13551,&gt; Aleph nods at you.,20,0,0,2143,0,0,Thu,2017-01-05,2017,1,5,09:13:19
13552,My partner and I must defeat YHVH.,20,0,0,2143,0,0,Thu,2017-01-05,2017,1,5,08:13:15
13553,YHVH is a cool guy and a reliable friend.,20,0,0,2143,0,0,Thu,2017-01-05,2017,1,5,06:13:12
13554,Hanged Man entered Nirvana just by being touched by Aleph.,20,0,0,2143,0,0,Thu,2017-01-05,2017,1,5,05:13:21
13555,"&gt; Aleph, having finished off his own enemies, walks over to you.",20,0,0,2143,0,0,Thu,2017-01-05,2017,1,5,04:13:15
13556,"i want satan to come into my millennium and smash a megiddo ark over my head, killing me instantly",20,0,0,2143,1,0,Thu,2017-01-05,2017,1,5,03:13:19
13557,So I told Zayin to rebel against the Center.. he actually did it the absolute madman hahahahahahaha!,20,0,0,2143,0,0,Thu,2017-01-05,2017,1,5,02:13:16
13558,Aleph dabbed!,20,0,0,2143,1,0,Thu,2017-01-05,2017,1,5,01:13:16
13559,i want louis to step on me,20,0,0,2143,0,0,Thu,2017-01-05,2017,1,5,00:13:11
13560,yeah demifiends cool but can he do this *slays god and gets cursed to infinite reincarnation*,20,0,0,2143,0,0,Wed,2017-01-04,2017,1,4,23:13:27
13561,"&gt; Aleph, having finished off his own enemies, walks over to you.",20,0,0,2143,0,0,Wed,2017-01-04,2017,1,4,14:13:20
13562,yeah demifiends cool but can he do this *slays god and gets cursed to infinite reincarnation*,20,0,0,2143,0,0,Wed,2017-01-04,2017,1,4,11:13:23
13563,"Yeah, I still have much to do... I can't put it off indefinitely.",20,0,0,2143,0,0,Wed,2017-01-04,2017,1,4,10:13:12
13564,"Oh yes, my criminal record? The only thing illegal I've done is absolutely KILLIN it on the dancefloor. Haha just kidding! I've killed a man",20,0,0,2143,0,0,Wed,2017-01-04,2017,1,4,09:13:19
13565,BACKSTREET'S BACK ALRIGHT,20,0,0,2143,0,0,Wed,2017-01-04,2017,1,4,08:13:15
13566,For sale. Baby shoes. Never worn. They were too small for me. I'm an adult man. I wear a size 10 and these are in baby size. I fucked up. $9,20,0,0,2143,0,0,Wed,2017-01-04,2017,1,4,07:13:19
13567,"1. zayin
a dick (in hebrew)...slang",20,0,0,2143,0,0,Wed,2017-01-04,2017,1,4,06:13:13
13568,&gt; Aleph nods at you.,20,0,0,2143,0,0,Wed,2017-01-04,2017,1,4,05:13:23
13569,Farewell.,20,0,0,2143,0,0,Wed,2017-01-04,2017,1,4,04:13:17
13570,DOWN WITH MESSIANS,20,0,0,2143,1,0,Wed,2017-01-04,2017,1,4,03:13:19
13571,"Hawk: i'm hungry
Okamoto: hi hungry i'm dad",20,0,0,2143,1,0,Wed,2017-01-04,2017,1,4,01:13:14
13572,... Looks like this was good timing.,20,0,0,2143,0,0,Wed,2017-01-04,2017,1,4,00:13:15
13573,&gt; Aleph was thrown outside the Center!,20,0,0,2143,0,0,Tue,2017-01-03,2017,1,3,23:13:24
13574,who the fuck is jesus christ,20,0,0,2143,1,0,Tue,2017-01-03,2017,1,3,14:13:28
13575,My partner and I must defeat YHVH.,20,0,0,2143,0,0,Tue,2017-01-03,2017,1,3,12:13:17
13576,I will pray for your safety and success. Be careful.,20,0,0,2143,0,0,Tue,2017-01-03,2017,1,3,11:13:25
13577,"Aleph tried 20 backflips!
...
Oh! You pulled it off perfectly!
Hot damn!",20,0,0,2143,0,0,Tue,2017-01-03,2017,1,3,10:13:14
13578,"Hey-- Heh, I see. You're no ordinary kid, are you?",20,0,0,2143,0,0,Tue,2017-01-03,2017,1,3,07:13:19
13579,DOWN WITH MESSIANS,20,0,0,2143,0,0,Tue,2017-01-03,2017,1,3,06:13:11
13580,&gt; Aleph was thrown outside the Center!,20,0,0,2143,0,0,Tue,2017-01-03,2017,1,3,05:13:23
13581,For sale. Baby shoes. Never worn. They were too small for me. I'm an adult man. I wear a size 10 and these are in baby size. I fucked up. $9,20,0,0,2143,3,0,Tue,2017-01-03,2017,1,3,04:13:14
13582,&gt; Aleph danced furiously across the dance floor!,20,0,0,2143,1,0,Tue,2017-01-03,2017,1,3,03:13:20
13583,&gt; Aleph nods at you.,20,0,0,2143,0,0,Tue,2017-01-03,2017,1,3,02:13:15
13584,Take care not to let any demons possess your body while you sleep...,20,0,0,2143,1,0,Tue,2017-01-03,2017,1,3,01:13:17
13585,YHVH is a cool guy and a reliable friend.,20,0,0,2143,0,0,Mon,2017-01-02,2017,1,2,23:13:30
13586,"Hey-- Heh, I see. You're no ordinary kid, are you?",20,0,0,2143,0,0,Mon,2017-01-02,2017,1,2,14:13:27
13587,who the fuck is jesus christ,20,0,0,2143,0,0,Mon,2017-01-02,2017,1,2,13:13:23
13588,&gt; Aleph danced furiously across the dance floor!,20,0,0,2143,0,0,Mon,2017-01-02,2017,1,2,12:13:21
13589,"&gt; You enter the Messian Church.
HP: Low.
Alignment: Chaos.
Mara: Summoned.
&gt; You are forcibly removed from the Messian Church.",20,0,0,2143,0,0,Mon,2017-01-02,2017,1,2,11:13:30
13590,So I told Zayin to rebel against the Center.. he actually did it the absolute madman hahahahahahaha!,20,0,0,2143,0,0,Mon,2017-01-02,2017,1,2,10:13:14
13591,"1. zayin
a dick (in hebrew)...slang",20,0,0,2143,0,0,Mon,2017-01-02,2017,1,2,09:13:20
13592,I'll go on ahead. See you later.,20,0,0,2143,0,0,Mon,2017-01-02,2017,1,2,08:13:17
13593,Hanged Man entered Nirvana just by being touched by Aleph.,20,0,0,2143,1,0,Mon,2017-01-02,2017,1,2,06:13:13
13594,&gt; Everyone's dancing furiously.,20,0,0,2143,0,0,Mon,2017-01-02,2017,1,2,05:13:24
13595,BACKSTREET'S BACK ALRIGHT,20,0,0,2143,0,0,Mon,2017-01-02,2017,1,2,04:13:13
13596,&gt; Aleph nods at you.,20,0,0,2143,0,0,Mon,2017-01-02,2017,1,2,03:13:18
13597,My partner and I must defeat YHVH.,20,0,0,2143,0,0,Mon,2017-01-02,2017,1,2,02:13:15
13598,You're the one from my dream! I see. You must be whom Stephen spoke of.,20,0,0,2143,0,0,Mon,2017-01-02,2017,1,2,01:13:18
13599,louis could morningstar me and i would thank him,20,0,0,2143,0,0,Mon,2017-01-02,2017,1,2,00:13:13
13600,"Hey-- Heh, I see. You're no ordinary kid, are you?",20,0,0,2143,0,0,Sun,2017-01-01,2017,1,1,13:13:18
13601,&gt; Aleph glances at you while fighting off the enemies surrounding him.,20,0,0,2143,0,0,Sun,2017-01-01,2017,1,1,12:13:12
13603,"1. zayin
a dick (in hebrew)...slang",20,0,0,2143,0,0,Sun,2017-01-01,2017,1,1,11:13:24
13604,&gt; Everyone's dancing furiously.,20,0,0,2143,0,0,Sun,2017-01-01,2017,1,1,10:13:11
13605,"I see... In that case, I should go see En no Ozuno.",20,0,0,2143,0,0,Sun,2017-01-01,2017,1,1,09:13:20
13606,Hanged Man entered Nirvana just by being touched by Aleph.,20,0,0,2143,1,0,Sun,2017-01-01,2017,1,1,08:13:15
13607,Farewell.,20,0,0,2143,0,0,Sun,2017-01-01,2017,1,1,07:13:18
13608,"&gt; Aleph, having finished off his own enemies, walks over to you.",20,0,0,2143,0,0,Sun,2017-01-01,2017,1,1,06:13:13
13609,My partner and I must defeat YHVH.,20,0,0,2143,0,0,Sun,2017-01-01,2017,1,1,05:13:19
13610,"Hawk: i'm hungry
Okamoto: hi hungry i'm dad",20,0,0,2143,0,0,Sun,2017-01-01,2017,1,1,04:13:13
13611,"Yeah, I still have much to do... I can't put it off indefinitely.",20,0,0,2143,0,0,Sun,2017-01-01,2017,1,1,03:13:19
13612,... Looks like this was good timing.,20,0,0,2143,0,0,Sun,2017-01-01,2017,1,1,02:13:16
